Id,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10
1255,0,1,0,1,0,1,0,1,1,1
1256,0,0,1,0,0,1,1,1,0,1
1257,1,0,0,1,0,0,0,0,1,0
1258,0,0,1,1,0,1,1,0,1,1
1259,0,1,0,0,1,0,1,0,1,1
1260,0,0,1,0,1,0,1,1,0,1
1261,1,1,1,1,1,0,1,1,1,0
1262,1,1,1,0,1,0,1,1,0,0
1263,0,0,0,0,1,1,1,1,0,1
1264,0,0,1,1,1,1,0,1,1,1
1265,0,0,1,0,1,0,0,1,1,0
1266,0,0,1,0,0,1,0,0,1,1
1267,1,0,1,1,0,1,1,0,0,1
1268,0,1,1,0,1,0,0,1,0,1
1269,0,0,0,0,0,0,0,1,0,0
1270,1,1,1,0,0,1,1,1,1,1
1271,0,1,1,0,0,0,1,1,1,1
1272,0,0,1,0,0,0,1,0,0,0
1273,1,0,0,0,1,1,0,0,0,1
1274,1,1,0,1,1,1,1,0,0,1
1275,1,0,1,0,1,0,1,0,0,0
1276,0,0,0,1,1,1,1,0,1,0
1277,0,1,1,1,1,0,0,1,0,0
1278,0,0,1,1,1,0,1,0,0,1
1279,0,0,0,1,1,0,1,1,0,1
1280,1,0,1,1,0,0,1,1,1,1
1281,1,0,1,1,0,1,0,0,0,1
1282,0,1,0,1,1,1,1,1,1,0
1283,0,1,0,1,0,0,1,1,0,1
1284,1,0,1,1,1,0,1,1,0,1
1285,1,1,1,1,0,0,0,0,0,1
1286,1,0,0,1,1,1,0,1,1,1
1287,1,0,0,1,1,1,1,1,0,0
1288,0,0,0,0,1,1,0,0,0,1
1289,0,0,0,0,0,1,0,1,1,0
1290,1,1,1,1,0,1,0,1,1,0
1291,0,1,0,1,1,0,1,0,0,0
1292,1,0,1,1,1,0,0,0,0,1
1293,1,1,0,0,0,0,0,1,0,1
1294,0,1,1,0,0,1,0,0,1,0
1295,0,0,0,1,0,1,0,0,1,0
1296,0,0,0,0,1,1,1,0,1,0
1297,0,0,1,0,1,1,1,0,0,0
1298,0,1,0,0,0,0,0,0,1,1
1299,1,1,0,0,0,1,0,1,1,0
1300,0,1,0,1,0,1,0,0,0,0
1301,0,0,0,0,1,0,0,0,1,0
1302,1,0,1,1,1,0,1,1,0,0
1303,1,0,0,0,0,1,0,1,1,1
1304,1,0,1,1,1,0,1,0,1,0
1305,1,1,1,1,1,0,1,1,1,1
1306,0,0,0,0,0,1,0,0,1,1
1307,0,1,0,1,0,1,0,1,1,0
1308,1,0,1,1,1,1,1,0,0,1
1309,0,1,0,0,0,0,1,0,1,0
1310,0,1,0,1,0,0,0,1,1,1
1311,1,0,1,0,0,1,0,0,1,1
1312,1,0,1,1,1,1,0,0,0,0
1313,1,0,1,1,1,0,1,0,0,0
1314,1,1,0,1,1,0,0,0,0,1
1315,1,0,0,1,0,1,1,1,1,1
1316,1,0,1,0,1,1,0,1,0,0
1317,0,0,1,1,1,1,1,0,1,0
1318,0,0,0,1,0,1,1,1,1,0
1319,0,1,0,1,0,0,1,1,1,0
1320,1,0,1,0,0,0,0,1,1,0
1321,1,0,0,0,1,1,0,0,1,0
1322,0,1,0,0,0,0,0,1,1,0
1323,1,0,1,0,1,0,1,1,0,0
1324,1,0,1,0,0,1,1,1,0,0
1325,0,0,0,0,1,1,0,0,0,0
1326,0,1,1,0,0,1,0,0,1,0
1327,0,0,1,1,1,0,1,0,0,0
1328,0,1,0,1,0,0,0,1,0,0
1329,1,0,0,1,1,1,1,0,1,0
1330,0,1,1,0,0,1,0,1,0,1
1331,0,0,1,1,1,1,0,1,1,0
1332,0,0,0,1,1,1,1,1,0,0
1333,1,0,0,1,1,0,1,0,0,0
1334,0,0,0,1,0,0,0,0,1,0
1335,0,1,1,1,0,1,1,0,0,0
1336,1,0,1,1,0,1,1,1,1,0
1337,0,0,1,0,1,0,0,1,0,0
1338,0,1,0,1,1,0,1,0,0,0
1339,1,0,0,1,1,0,0,0,0,0
1340,1,1,1,0,1,0,1,1,0,0
1341,0,0,1,1,0,1,0,0,0,0
1342,0,0,1,1,0,1,0,0,0,1
1343,1,0,0,1,1,1,0,1,1,1
1344,0,1,1,1,1,0,1,1,1,1
1345,0,0,1,1,1,0,1,0,0,1
1346,1,0,1,0,1,0,0,0,1,0
1347,0,1,1,0,1,1,0,1,1,1
1348,1,1,0,1,1,1,0,0,0,0
1349,1,1,0,0,0,1,0,0,0,0
1350,0,0,0,1,0,0,0,0,1,0
1351,0,0,1,1,0,0,0,1,0,1
1352,0,0,1,1,1,1,0,0,0,1
1353,1,0,0,1,0,0,0,0,0,0
1354,0,0,0,0,0,1,0,1,1,1
1355,1,0,0,0,0,1,1,1,0,0
1356,0,1,1,0,1,1,1,0,1,0
1357,1,0,0,0,0,0,0,0,0,1
1358,0,0,1,0,1,0,0,0,0,0
1359,1,1,1,1,1,0,0,0,1,1
1360,0,0,1,1,1,1,0,1,0,0
1361,1,0,0,1,1,1,0,1,0,0
1362,1,1,0,1,0,1,1,1,1,1
1363,0,0,0,1,0,0,0,0,1,0
1364,0,0,1,1,0,0,0,1,1,0
1365,1,0,0,1,0,1,1,1,1,1
1366,1,1,0,1,0,1,1,1,0,0
1367,1,1,1,1,1,0,1,0,0,1
1368,0,1,1,1,0,1,1,0,0,0
1369,0,0,1,0,0,0,0,1,1,1
1370,0,0,0,0,1,1,1,1,0,0
1371,0,1,1,1,1,0,0,0,1,0
1372,0,0,1,1,0,1,0,0,0,1
1373,1,0,0,0,1,0,0,0,1,1
1374,1,1,1,0,0,0,1,1,1,0
1375,0,1,0,0,0,1,0,1,1,1
1376,0,0,0,1,0,0,1,0,1,0
1377,0,0,1,0,0,0,0,1,0,0
1378,0,1,0,0,1,1,1,1,1,1
1379,0,1,1,1,0,0,0,1,1,0
1380,1,0,1,1,0,1,1,1,0,0
1381,1,1,1,0,0,1,0,1,0,0
1382,1,0,1,0,0,0,0,0,0,0
1383,1,1,0,1,0,1,0,0,1,0
1384,1,0,0,1,1,0,0,1,0,1
1385,1,1,1,0,1,0,1,0,0,0
1386,1,0,0,1,0,0,0,0,1,1
1387,1,1,1,1,1,0,1,0,0,0
1388,1,0,1,1,0,1,1,1,1,1
1389,0,1,0,0,1,0,0,1,0,1
1390,0,1,0,1,0,1,1,1,0,1
1391,1,1,1,1,0,0,1,0,0,0
1392,1,1,1,0,1,0,1,1,0,1
1393,1,0,0,1,1,1,0,1,1,0
1394,0,0,1,0,1,1,1,1,0,0
1395,0,1,0,1,0,1,0,1,0,1
1396,1,1,1,1,0,1,0,0,1,1
1397,0,0,1,0,0,1,1,1,1,1
1398,1,0,1,1,0,0,0,0,1,0
1399,0,1,0,1,0,1,0,0,0,1
1400,1,0,0,1,0,1,0,0,0,0
1401,0,0,0,0,1,1,1,1,1,0
1402,1,1,0,1,0,0,1,1,1,1
1403,0,0,0,1,0,0,0,0,1,0
1404,0,0,1,1,1,1,1,1,0,0
1405,1,1,1,1,1,1,0,1,1,1
1406,0,0,1,0,1,1,1,0,1,0
1407,1,0,1,0,0,1,0,0,1,1
1408,1,0,1,1,1,0,1,1,0,0
1409,0,1,1,0,1,0,1,0,0,1
1410,1,0,1,0,0,1,1,1,1,1
1411,0,1,1,0,1,0,1,1,1,0
1412,0,1,1,1,1,1,1,1,0,1
1413,0,0,0,1,0,1,0,1,0,0
1414,0,0,0,0,1,1,1,0,0,1
1415,0,1,1,0,1,0,1,0,0,1
1416,1,0,1,1,0,1,0,1,0,1
1417,1,1,1,1,1,1,1,0,0,0
1418,0,0,1,1,0,1,1,0,1,1
1419,0,1,0,1,1,0,1,1,0,0
1420,0,1,0,0,0,0,1,1,0,0
1421,0,1,1,1,0,0,0,1,0,1
1422,1,1,1,0,1,1,0,1,1,1
1423,1,1,1,1,0,1,1,0,1,1
1424,1,1,1,1,0,1,1,0,1,1
1425,1,0,1,1,1,1,1,1,0,0
1426,0,0,0,0,0,1,1,0,1,0
1427,1,1,1,0,1,1,0,0,0,1
1428,0,1,1,0,1,1,0,0,0,0
1429,0,0,1,0,1,0,0,1,0,0
1430,0,1,1,1,0,1,1,1,0,0
1431,0,0,0,1,1,0,1,1,0,1
1432,0,1,0,0,1,1,1,0,1,0
1433,0,0,0,1,1,1,0,0,0,1
1434,0,0,1,1,0,0,1,0,0,1
1435,1,0,0,1,1,0,0,0,1,1
1436,0,0,0,0,1,0,1,1,1,0
1437,0,1,0,1,1,0,0,0,0,1
1438,0,0,1,0,0,0,1,0,1,0
1439,0,1,1,0,0,0,0,0,1,1
1440,1,0,1,1,1,0,1,0,1,0
1441,0,1,0,1,0,1,1,0,0,0
1442,1,1,0,1,1,0,1,0,1,0
1443,1,0,1,0,1,1,0,1,1,0
1444,0,0,1,1,1,0,1,0,0,0
1445,1,0,1,1,1,0,0,0,1,1
1446,0,0,1,0,1,1,1,1,1,1
1447,0,0,0,1,0,0,1,0,1,0
1448,0,0,0,1,0,0,1,0,0,1
1449,0,0,0,1,1,0,1,1,1,1
1450,1,1,1,1,1,1,1,1,0,0
1451,0,1,1,1,0,1,0,1,0,1
1452,1,0,0,1,1,1,0,1,0,1
1453,0,0,0,1,0,0,1,0,1,0
1454,1,1,0,1,1,1,0,1,0,1
1455,0,1,1,1,1,1,1,1,0,1
1456,1,1,1,1,0,1,1,1,0,1
1457,0,0,1,0,1,1,1,1,0,0
1458,0,0,1,1,0,0,1,1,1,1
1459,0,1,0,0,0,1,0,0,1,0
1460,1,1,1,0,0,0,1,0,0,1
1461,1,0,1,0,1,0,1,0,1,0
1462,1,1,0,0,1,1,1,1,1,1
1463,1,1,1,0,0,0,0,1,0,0
1464,0,1,0,0,0,1,0,1,0,1
1465,0,1,1,0,0,1,1,0,0,0
1466,0,0,0,0,0,1,1,1,1,1
1467,0,0,1,0,0,0,0,1,0,0
1468,0,0,1,1,0,1,0,1,1,0
1469,0,1,1,1,0,0,1,1,1,0
1470,0,1,0,1,1,1,0,1,1,0
1471,1,1,1,1,0,0,0,1,0,0
1472,1,0,0,1,0,0,1,1,0,1
1473,1,1,0,1,0,0,0,0,1,1
1474,0,1,1,1,0,0,0,1,1,1
1475,1,0,1,0,1,0,1,0,0,1
1476,1,0,0,0,1,1,1,1,1,1
1477,0,0,0,1,1,0,1,0,1,0
1478,0,0,0,1,1,1,1,1,1,1
1479,0,0,0,1,0,1,1,0,0,1
1480,0,0,1,0,1,1,1,1,1,0
1481,1,0,0,0,1,1,1,0,1,1
1482,1,1,0,1,1,0,1,0,1,1
1483,0,1,0,0,1,1,0,1,0,1
1484,0,0,0,0,0,0,0,0,0,0
1485,0,0,1,0,1,1,0,1,0,1
1486,0,1,0,1,1,1,0,1,0,1
1487,0,1,0,0,0,0,0,0,1,1
1488,1,1,1,1,1,1,1,0,0,1
1489,0,1,1,0,0,1,1,0,1,0
1490,1,0,1,0,1,0,0,1,1,0
1491,1,1,1,1,1,1,1,0,0,1
1492,0,0,0,1,1,0,0,1,0,0
1493,0,1,1,1,1,0,0,0,0,0
1494,0,0,0,1,0,0,1,0,1,0
1495,0,0,0,0,1,0,1,0,1,1
1496,1,1,1,0,1,1,1,1,1,0
1497,1,0,1,0,0,0,1,0,0,0
1498,0,1,0,1,1,1,0,1,0,0
1499,1,1,1,0,0,0,0,0,0,1
1500,0,0,1,0,0,0,1,1,0,1
1501,0,0,1,0,1,0,1,1,1,1
1502,0,0,1,1,1,0,0,1,0,1
1503,1,1,1,0,0,1,0,0,1,1
1504,0,1,0,0,0,1,0,0,1,1
1505,0,0,0,1,1,1,0,0,0,0
1506,1,0,0,0,1,0,0,0,0,1
1507,0,1,0,0,1,0,1,1,1,0
1508,0,1,0,1,1,0,1,0,0,0
1509,1,1,1,1,1,1,1,0,0,1
1510,1,0,1,1,1,1,1,1,0,1
1511,0,0,1,0,1,1,0,0,0,1
1512,0,1,1,0,0,0,1,0,1,0
1513,1,0,0,1,1,0,1,0,1,0
1514,1,1,0,0,1,0,0,1,1,1
1515,0,0,1,0,0,1,1,0,0,0
1516,1,0,0,0,1,0,1,0,0,0
1517,0,0,0,0,0,1,1,1,0,0
1518,0,0,0,0,0,0,1,1,0,0
1519,1,1,1,1,0,1,0,0,0,1
1520,1,1,0,1,0,0,0,1,0,0
1521,0,0,1,0,1,0,1,1,1,0
1522,0,1,0,1,0,1,0,0,1,0
1523,1,1,0,0,0,1,1,1,1,1
1524,1,1,1,0,0,0,0,0,0,0
1525,1,0,0,1,0,1,0,0,1,1
1526,0,0,0,0,0,1,1,0,1,1
1527,0,0,0,0,0,1,0,1,1,0
1528,0,0,1,1,1,1,0,0,0,1
1529,1,1,0,1,0,1,1,1,1,0
1530,1,1,1,0,1,0,1,1,1,0
1531,1,1,1,0,0,0,0,0,1,1
1532,0,0,1,1,0,1,0,0,0,0
1533,0,1,1,0,0,0,0,1,1,1
1534,0,1,1,1,1,1,1,1,0,1
1535,0,0,0,0,0,0,0,0,1,1
1536,0,1,1,0,0,0,0,0,0,1
1537,0,0,0,1,0,0,1,0,1,1
1538,0,1,1,0,0,1,0,0,0,0
1539,1,1,1,1,1,1,1,1,1,0
1540,1,0,1,1,1,0,0,1,0,1
1541,1,1,0,0,0,0,0,0,1,0
1542,1,0,1,0,1,0,1,0,1,0
1543,1,0,0,0,0,1,1,0,0,1
1544,0,0,1,1,0,1,0,1,1,1
1545,0,0,1,1,1,1,1,0,1,1
1546,0,1,1,1,1,0,1,1,1,1
1547,0,1,1,1,0,0,0,1,1,1
1548,0,0,1,0,1,0,0,1,0,1
1549,0,0,0,0,1,0,0,1,1,0
1550,0,0,0,1,1,0,0,0,0,1
1551,1,1,1,0,1,1,1,0,1,0
1552,1,0,1,1,1,1,0,1,1,0
1553,1,1,1,0,0,1,0,1,1,0
1554,0,1,0,1,0,0,0,1,1,1
1555,0,1,1,0,0,1,0,1,1,1
1556,1,0,0,0,1,0,0,1,0,1
1557,0,0,1,0,0,0,0,0,0,0
1558,1,0,1,0,1,1,0,0,1,1
1559,0,1,0,0,0,0,0,1,1,0
1560,0,0,0,1,0,1,0,1,1,0
1561,0,0,0,0,0,1,1,0,0,0
1562,1,0,1,0,1,0,1,0,0,1
1563,1,1,0,0,0,0,0,1,0,0
1564,1,0,1,0,1,1,0,1,0,0
1565,1,0,0,0,0,0,1,0,1,1
1566,1,1,1,0,1,0,1,1,1,0
1567,1,1,1,1,0,0,0,1,1,0
1568,0,0,1,0,1,1,1,0,1,1
1569,0,0,0,1,1,1,0,1,1,0
1570,1,0,0,1,1,1,1,0,0,1
1571,1,1,0,1,0,0,0,0,1,1
1572,0,1,0,0,0,0,0,1,0,0
1573,1,0,1,0,1,0,0,0,0,0
1574,0,1,1,1,0,0,1,1,1,0
1575,0,0,0,1,0,1,0,0,1,0
1576,0,1,0,1,1,1,0,1,1,0
1577,1,0,0,1,0,0,0,0,0,0
1578,0,1,1,0,1,0,1,1,0,0
1579,0,0,0,1,1,1,0,0,0,1
1580,0,0,0,0,1,1,1,0,0,0
1581,0,1,1,1,0,0,0,1,0,0
1582,0,0,0,1,1,0,0,1,1,1
1583,1,1,1,1,0,0,1,0,0,1
1584,0,0,1,0,1,0,0,0,0,0
1585,0,0,1,0,1,1,0,1,1,0
1586,1,0,0,1,0,1,1,1,1,0
1587,1,1,0,0,0,0,1,1,0,1
1588,1,1,0,1,1,0,0,1,0,0
1589,1,1,1,1,0,1,1,1,1,1
1590,0,1,1,0,1,1,0,1,1,1
1591,0,1,0,0,0,0,0,1,1,0
1592,0,1,1,1,0,0,1,0,0,0
1593,1,1,1,1,0,1,1,1,0,0
1594,0,1,1,1,0,0,0,0,1,0
1595,1,1,0,0,0,0,1,1,1,0
1596,1,1,0,0,0,0,0,1,1,1
1597,1,1,1,0,0,0,0,0,0,1
1598,0,1,0,0,0,1,1,1,1,0
1599,1,1,0,1,0,0,0,0,0,0
1600,1,0,1,0,0,0,0,1,0,0
1601,0,0,0,0,0,0,0,1,1,1
1602,0,1,0,0,1,1,1,1,1,0
1603,0,0,0,0,0,1,1,1,0,0
1604,1,1,0,1,1,1,1,0,1,0
1605,0,1,1,1,1,1,0,0,0,1
1606,0,1,0,1,1,1,0,0,1,0
1607,0,0,0,0,0,1,1,1,0,0
1608,1,1,0,0,0,1,1,1,0,0
1609,0,1,0,0,0,0,1,0,1,1
1610,1,0,0,0,1,1,0,1,0,0
1611,0,1,1,0,0,0,0,0,1,0
1612,0,1,0,0,1,1,1,0,0,1
1613,1,0,0,0,1,0,0,1,1,1
1614,0,0,0,0,0,1,1,1,0,1
1615,1,0,0,1,1,1,1,0,1,0
1616,1,1,0,1,1,1,1,0,1,0
1617,0,1,1,0,0,1,0,0,0,0
1618,0,1,0,0,1,1,0,1,1,0
1619,0,1,0,1,0,0,1,1,1,0
1620,0,0,1,0,0,0,1,1,1,0
1621,0,1,0,1,1,1,0,0,1,1
1622,0,0,0,1,0,0,1,1,0,0
1623,0,0,1,1,0,0,1,1,0,1
1624,0,1,1,1,0,1,1,0,0,0
1625,1,0,0,1,0,1,0,1,0,1
1626,1,0,1,0,0,0,0,0,0,1
1627,1,1,0,1,0,1,0,1,0,0
1628,1,1,1,0,0,0,0,1,0,0
1629,1,1,1,1,1,0,0,0,1,1
1630,1,1,0,0,1,0,1,0,0,1
1631,1,1,0,1,0,0,0,1,1,0
1632,0,1,1,1,0,1,1,1,1,1
1633,1,0,0,1,0,0,1,0,0,1
1634,0,1,1,0,1,1,0,1,1,1
1635,1,1,0,1,0,1,0,1,1,1
1636,1,1,0,0,0,0,0,0,1,0
1637,0,0,1,1,1,1,0,0,1,1
1638,1,0,0,1,0,1,1,0,0,1
1639,0,0,1,0,0,0,0,0,0,0
1640,1,1,1,1,1,0,0,0,1,0
1641,1,1,1,1,0,0,0,0,0,1
1642,0,1,1,0,1,1,0,1,1,0
1643,1,1,1,1,0,0,1,0,0,1
1644,0,1,0,1,0,1,1,1,0,1
1645,1,0,1,1,0,0,0,0,1,1
1646,0,1,1,1,0,1,1,1,1,0
1647,0,1,1,0,1,1,0,1,0,0
1648,0,1,0,1,1,0,1,0,0,1
1649,0,1,0,1,1,1,1,0,1,1
1650,0,1,1,1,0,1,1,1,1,1
1651,0,0,0,1,0,1,1,1,1,0
1652,1,0,1,1,0,1,1,1,1,1
1653,0,0,0,1,1,0,0,1,1,1
1654,0,0,0,0,0,1,1,1,1,0
1655,1,1,0,0,0,1,0,0,0,1
1656,1,1,1,1,0,1,1,0,1,0
1657,1,1,1,0,0,1,0,0,1,1
1658,0,0,1,1,1,0,0,1,1,0
1659,0,1,0,1,0,1,1,1,0,0
1660,0,1,1,1,1,1,0,0,1,1
1661,0,1,1,1,1,0,0,1,1,0
1662,0,0,1,0,1,1,1,0,1,0
1663,0,1,0,0,1,0,0,1,0,0
1664,0,0,0,0,1,0,1,0,1,1
1665,1,1,1,1,0,0,0,0,0,0
1666,1,1,1,1,0,1,1,0,0,1
1667,1,1,1,0,1,0,0,1,0,1
1668,1,1,0,0,0,0,1,0,0,0
1669,0,1,0,1,0,1,0,1,1,1
1670,1,0,0,1,1,0,1,0,1,1
1671,0,0,0,1,1,0,1,1,0,0
1672,0,0,1,1,1,1,1,1,1,0
1673,0,0,0,0,0,1,0,1,0,1
1674,1,0,0,1,1,0,0,1,1,0
1675,1,0,0,0,0,0,1,0,0,0
1676,0,0,1,0,0,0,0,1,1,1
1677,1,1,0,1,1,1,1,0,0,0
1678,0,0,1,0,1,0,1,0,0,1
1679,1,0,0,1,1,1,0,1,1,1
1680,0,0,0,1,0,0,1,0,1,1
1681,0,0,1,1,0,1,0,0,1,0
1682,0,1,0,1,0,1,1,1,0,0
1683,0,1,0,1,1,0,0,0,0,0
1684,0,0,1,1,0,0,1,0,1,1
1685,0,1,0,1,1,1,0,1,1,0
1686,1,1,0,0,1,0,1,1,1,0
1687,1,1,0,0,0,0,0,0,0,0
1688,0,0,0,0,1,0,0,0,0,0
1689,1,1,1,1,0,1,1,0,0,1
1690,1,0,1,1,1,1,0,0,1,1
1691,1,0,0,0,0,0,1,1,0,0
1692,1,0,0,0,0,1,0,0,0,0
1693,0,0,0,0,0,0,1,0,0,1
1694,0,1,0,0,0,0,0,0,0,0
1695,0,0,1,1,1,0,0,1,0,1
1696,1,1,1,1,1,0,0,0,0,1
1697,0,0,0,1,1,1,0,0,1,0
1698,1,0,1,0,1,0,1,1,0,1
1699,1,0,0,0,0,1,0,1,0,1
1700,1,1,1,1,1,0,0,0,0,1
1701,0,0,0,1,0,1,1,0,0,1
1702,0,0,0,1,0,1,1,0,0,1
1703,0,1,0,0,1,0,1,0,1,0
1704,1,0,1,0,1,0,0,0,0,0
1705,1,1,0,0,0,0,0,0,1,0
1706,0,1,0,1,1,1,1,1,0,0
1707,1,0,0,1,0,0,0,1,1,1
1708,0,0,1,1,1,0,0,0,0,1
1709,1,0,1,0,0,0,1,1,1,0
1710,0,0,0,1,1,1,0,0,1,1
1711,1,1,1,1,1,1,1,1,0,0
1712,1,1,0,1,1,0,1,0,0,1
1713,0,1,1,1,1,1,0,0,0,0
1714,1,1,1,1,0,0,1,0,0,0
1715,1,0,1,0,0,0,1,0,1,1
1716,1,1,0,0,0,1,0,0,1,0
1717,1,1,1,1,0,1,0,1,1,0
1718,1,1,0,0,1,1,1,1,0,0
1719,0,0,0,0,1,1,0,0,1,1
1720,0,1,1,0,1,0,0,0,0,1
1721,0,1,1,1,0,1,0,0,0,0
1722,1,1,1,1,1,1,1,0,0,0
1723,0,1,0,1,0,0,1,1,0,0
1724,1,1,1,1,1,0,1,0,0,1
1725,1,1,1,1,1,0,0,0,1,1
1726,1,1,1,0,0,0,1,0,0,1
1727,0,1,1,1,1,0,1,1,0,1
1728,1,0,0,1,1,1,1,0,1,1
1729,1,1,1,0,1,0,1,1,1,1
1730,0,1,1,1,0,1,1,0,1,1
1731,0,0,1,1,0,1,0,0,1,0
1732,1,1,0,1,0,1,0,0,1,0
1733,1,1,0,0,1,1,1,1,0,1
1734,0,1,0,0,1,0,0,0,1,1
1735,1,1,1,0,0,1,0,1,1,1
1736,0,1,0,1,1,1,1,1,1,0
1737,1,1,1,1,0,1,0,0,1,0
1738,1,0,1,0,0,1,0,0,0,1
1739,1,0,1,0,0,0,1,1,1,1
1740,1,0,1,0,0,0,1,0,0,1
1741,1,1,1,1,1,0,0,1,0,0
1742,0,1,0,0,1,0,0,1,0,1
1743,1,0,0,1,1,1,0,0,1,0
1744,0,1,1,1,1,1,0,1,0,1
1745,1,1,1,1,1,0,1,1,0,0
1746,0,0,0,1,0,0,1,1,0,1
1747,0,1,1,1,1,1,0,0,1,0
1748,0,0,1,0,0,0,1,1,1,1
1749,1,0,0,1,1,1,0,0,1,0
1750,0,0,1,1,0,0,1,1,0,1
1751,1,1,1,0,1,1,0,1,0,1
1752,0,0,0,0,1,1,1,0,1,0
1753,0,1,0,0,1,0,1,1,0,0
1754,1,0,0,1,1,0,1,1,1,1
1755,0,0,1,1,1,0,0,0,1,0
1756,0,1,1,1,0,0,1,0,1,0
1757,0,0,1,1,1,1,0,1,1,0
1758,1,0,1,0,0,1,0,1,1,0
1759,1,1,0,1,1,0,0,1,0,1
1760,1,0,0,0,0,1,0,0,1,0
1761,0,1,0,0,0,0,0,1,1,1
1762,1,1,1,1,1,0,1,0,1,0
1763,1,1,1,1,0,1,0,1,0,0
1764,1,1,0,1,1,1,0,0,1,0
1765,1,1,0,1,0,0,0,0,0,0
1766,0,0,0,1,0,1,1,0,1,0
1767,0,1,0,1,0,1,0,0,0,0
1768,1,1,1,0,1,1,1,1,1,1
1769,0,1,1,0,0,0,1,0,1,0
1770,0,0,0,1,1,0,0,1,0,0
1771,1,0,0,0,1,0,1,1,0,0
1772,1,1,1,1,0,0,0,0,0,0
1773,1,1,0,0,1,1,1,1,1,1
1774,0,0,0,1,1,0,1,1,1,1
1775,1,0,1,1,0,1,0,0,1,0
1776,0,0,0,0,0,1,0,0,1,1
1777,0,0,0,0,1,0,0,1,1,0
1778,0,1,1,0,0,0,1,0,0,0
1779,0,1,0,1,0,1,0,1,1,1
1780,1,1,1,0,0,0,0,1,1,1
1781,1,0,1,0,1,0,0,0,0,0
1782,1,1,0,0,0,0,1,0,0,0
1783,0,0,0,0,1,0,0,1,1,0
1784,1,1,0,0,1,1,0,0,0,1
1785,0,1,1,1,0,0,0,0,0,0
1786,0,0,0,0,1,0,0,0,0,0
1787,1,1,1,1,1,1,0,1,1,1
1788,1,1,0,0,0,1,0,0,1,0
1789,1,1,0,1,0,1,1,0,0,1
1790,1,0,1,0,1,1,0,0,0,0
1791,1,1,1,0,0,0,1,1,0,0
1792,0,0,1,1,1,0,0,1,1,0
1793,0,1,0,1,0,1,0,0,1,0
1794,1,1,1,1,1,0,1,0,0,0
1795,0,1,1,1,0,0,0,1,1,1
1796,1,1,1,0,0,0,1,0,0,0
1797,0,1,0,1,0,0,0,1,1,0
1798,1,0,0,1,1,0,0,0,1,1
1799,1,0,0,1,0,0,0,1,0,0
1800,1,1,0,1,1,0,0,0,1,0
1801,1,0,1,1,1,0,0,1,1,0
1802,1,1,1,0,1,1,1,1,1,1
1803,1,0,0,1,0,1,0,1,0,0
1804,0,1,1,0,1,1,1,1,1,0
1805,1,0,1,1,1,0,0,1,1,1
1806,0,0,1,0,0,1,1,1,1,0
1807,1,1,1,1,1,0,1,1,1,1
1808,1,0,1,0,1,1,1,1,0,0
1809,0,0,1,1,0,0,0,1,0,1
1810,1,1,0,1,1,1,0,1,0,0
1811,1,0,1,0,1,0,1,0,0,1
1812,0,0,0,0,1,1,1,0,1,0
1813,0,0,1,0,1,0,1,1,1,0
1814,0,0,1,0,1,0,1,1,1,0
1815,1,1,1,0,0,1,0,0,1,0
1816,1,0,1,0,0,1,0,0,1,1
1817,0,0,1,0,1,0,1,0,0,0
1818,1,0,1,0,0,0,1,0,0,1
1819,1,0,1,0,1,1,0,0,0,1
1820,1,1,0,1,1,0,1,1,0,0
1821,0,0,1,1,1,1,0,1,0,1
1822,1,1,1,1,0,1,0,1,1,0
1823,0,1,0,0,1,1,1,1,0,1
1824,0,0,1,0,1,0,1,1,0,0
1825,0,1,0,0,0,1,0,1,0,1
1826,1,1,0,1,0,1,0,1,0,0
1827,0,1,1,0,1,0,1,0,1,1
1828,0,1,1,0,1,1,1,0,1,1
1829,0,0,0,0,1,0,1,1,0,0
1830,0,0,1,0,0,1,1,0,0,0
1831,1,1,0,1,1,1,0,1,1,1
1832,0,1,0,1,1,1,0,0,1,0
1833,0,1,0,0,0,1,0,0,0,0
1834,1,1,0,0,1,1,1,0,1,0
1835,1,0,0,0,1,0,0,1,0,1
1836,0,1,1,1,1,1,1,1,1,1
1837,1,1,0,0,1,0,1,0,0,0
1838,0,0,1,1,0,1,0,1,0,1
1839,0,1,1,0,0,1,1,1,1,1
1840,1,0,0,0,0,1,0,1,0,0
1841,1,1,0,0,1,1,1,1,1,1
1842,0,1,0,1,1,1,1,0,1,0
1843,1,0,0,1,1,1,1,1,0,1
1844,1,1,0,1,1,1,0,0,1,0
1845,1,0,0,0,1,0,1,0,0,1
1846,1,1,1,1,0,0,0,0,0,0
1847,1,0,0,0,1,1,0,0,0,0
1848,1,1,1,0,1,1,0,1,0,0
1849,0,1,1,1,1,1,1,1,1,0
1850,0,1,0,1,1,1,0,0,1,0
1851,0,0,0,1,1,1,1,0,0,0
1852,0,0,0,1,0,0,0,1,1,0
1853,0,1,1,0,1,1,1,0,0,0
1854,0,1,0,1,1,1,1,1,1,0
1855,0,0,1,0,1,0,0,1,0,1
1856,1,0,1,1,0,0,0,0,0,0
1857,0,0,1,1,1,0,1,0,0,1
1858,0,1,1,1,1,1,0,1,1,0
1859,0,0,1,1,0,0,1,0,1,0
1860,0,0,1,1,0,0,0,1,1,1
